Kurzawa, Rafal,Poland,MD,0,0
Linetty, Karol,Poland,MD,0,0
Maczynski, Krzysztof,Poland,MD,0,0
Peszko, Slawomir,Poland,MD,0,0
Ndiaye, Khadim,Senegal,GK,0,0
Diallo, Abdoulaye,Senegal,GK,0,0
Gomis, Alfred,Senegal,GK,0,0
Mbodji, Kara,Senegal,DF,0,0
Gassama, Lamine,Senegal,DF,0,0
Koulibaly, Kalidou,Senegal,DF,0,0
Sane, Salif,Senegal,DF,0,0
Ciss, Saliou,Senegal,DF,0,0
Wague, Moussa,Senegal,DF,0,0
Sabaly, Youssouf,Senegal,DF,0,0
Gueye, Idrissa,Senegal,MD,0,0
Kayoute, Cheikhou,Senegal,MD,0,0
Ndoye, Cheikh,Senegal,MD,0,0
Ndiaye, Alfred,Senegal,MD,0,0
Ndiaye, Badou,Senegal,MD,0,0
Mane, Sadio,Senegal,FW,0,0
Sow, Moussa,Senegal,FW,0,0
Diouf, Mame Biram,Senegal,FW,0,0
Konate, Moussa,Senegal,FW,0,0
Balde Diao, Keita,Senegal,FW,0,0
Sarr, Ismaila,Senegal,FW,0,0
Sakho, Diafra,Senegal,FW,0,0
Niang, MBaye,Senegal,FW,0,0
Hadary, Essam El-,Egypt,GK,0,0
Ekramy, Sherif,Egypt,GK,0,0
Awad, Mohamed,Egypt,GK,0,0
Shenawy, Mohamed,Egypt,GK,0,0
Fathy, Ahmed,Egypt,DF,0,0
Elmohamady, Ahmed,Egypt,DF,0,0
Abdel-Shafy, Mohamed,Egypt,DF,0,0
Hegazi, Ahmed,Egypt,DF,0,0
Gaber, Omar,Egypt,DF,0,0
Gabr, Ali,Egypt,DF,0,0
Samir, Saad,Egypt,DF,0,0
Hafez, Karim,Egypt,DF,0,0
Ashraf, Ayman,Egypt,DF,0,0
Tarek, Amro,Egypt,DF,0,0
Hamdy, Mahmoud,Egypt,DF,0,0
Elneny, Mohamed,Egypt,MD,0,0
Said, Abdallah,Egypt,MD,0,0
Shikabala,Egypt,MD,0,0
Trezeguet,Egypt,MD,0,0
Sobhi, Ramadan,Egypt,MD,0,0
Hamed, Tarek,Egypt,MD,0,0
Kahraba,Egypt,MD,0,0
Warda, Amr,Egypt,MD,0,0
Akinfeev, Igor,Russia,GK,0,0
Gabulov, Vladimir,Russia,GK,0,0
Lunyov, Andrey,Russia,GK,0,0
Dzhanayev, Soslan,Russia,GK,0,0
Ignashevich, Sergei,Russia,DF,0,0
Smolnikov, Igor,Russia,DF,0,0
Kudryashov, Fyodor,Russia,DF,0,0
Granat, Vladimir,Russia,DF,0,0
Neustadter, Roman,Russia,DF,0,0
Semyonov, Andrei Sergeyevich,Russia,DF,0,0
Kutepov, Ilya,Russia,DF,0,0
Rausch, Konstantin,Russia,DF,0,0
Fernandes, Mario,Russia,DF,0,0
Zhirkov, Yuri,Russia,MD,0,0
Dzagoev, Alan,Russia,MD,0,0
Samedov, Aleksandr,Russia,MD,0,0
Golovin, Aleksandr,Russia,MD,0,0
Yerokhin, Aleksandr,Russia,MD,0,0
Cheryshev, Denis,Russia,MD,0,0
Zobnin, Roman,Russia,MD,0,0
Gazinsky, Yury,Russia,MD,0,0
Kuzyayev, Daler,Russia,MD,0,0
Miranchuk, Anton,Russia,MD,0,0
Mosailem, Yasser,Saudi Arabia,GK,0,0
Qarni, Assaf,Saudi Arabia,GK,0,0
Mayouf, Abdullah,Saudi Arabia,GK,0,0
Owais, Mohammed,Saudi Arabia,GK,0,0
Hawsawi, Osama,Saudi Arabia,DF,0,0
Hawsawi, Omar,Saudi Arabia,DF,0,0
Harbi, Mansoor,Saudi Arabia,DF,0,0
Shahrani, Yasser,Saudi Arabia,DF,0,0
Hawsawi, Motaz,Saudi Arabia,DF,0,0
Mowalad, Saeed,Saudi Arabia,DF,0,0
Breik, Mohammed,Saudi Arabia,DF,0,0
Jahfali, Mohammed,Saudi Arabia,DF,0,0
Bulaihi, Ali,Saudi Arabia,DF,0,0
Jassim, Taisim,Saudi Arabia,MD,0,0
Shehri, Yahya,Saudi Arabia,MD,0,0
Abed, Nawaf Al-,Saudi Arabia,MD,0,0
Faraj, Salman Al-,Saudi Arabia,MD,0,0
Khaibri, Abdulmalek Al-,Saudi Arabia,MD,0,0
Dawsari, Salem,Saudi Arabia,MD,0,0
Mogahwi, Housain,Saudi Arabia,MD,0,0
Otayf, Abdullah,Saudi Arabia,MD,0,0
Kanno, Mohamed,Saudi Arabia,MD,0,0
Kwikbi, Mohammed,Saudi Arabia,MD,0,0
Muslera, Fernando Nestor,Uruguay,GK,0,0
Silva, Martin,Uruguay,GK,0,0
Campana, Martin,Uruguay,GK,0,0
Pereira, Maxi,Uruguay,DF,0,0
Godin, Diego,Uruguay,DF,0,0
Caceres, Martin,Uruguay,DF,0,0
Gimenez, Jose,Uruguay,DF,0,0
Coates, Sebastian,Uruguay,DF,0,0
Silva, Gaston,Uruguay,DF,0,0
Varela, Guillermo,Uruguay,DF,0,0
Rodriguez, Cristian,Uruguay,MD,0,0
Lodeiro, Nicolas,Uruguay,MD,0,0
Ramirez, Gaston,Uruguay,MD,0,0
Sanchez, Carlos,Uruguay,MD,0,0
Vecino, Matias,Uruguay,MD,0,0
Arrascaeta, Giorgian De,Uruguay,MD,0,0
Nandez, Nahitan,Uruguay,MD,0,0
Bentancur, Rodrigo,Uruguay,MD,0,0
Laxalt, Diego,Uruguay,MD,0,0
Valverde, Federico,Uruguay,MD,0,0
Urretaviscaya, Jonathan,Uruguay,MD,0,0
Torreira, Lucas,Uruguay,MD,0,0
Cavani, Edinson,Uruguay,FW,0,0
Beiranvand, Alireza,Iran,GK,0,0
Mazaheri, Mohammad Rashid,Iran,GK,0,0
Hosseini, Hossein,Iran,GK,0,0
Abedzadeh, Amir,Iran,GK,0,0
Hosseini, Jalal,Iran,DF,0,0
Montazeri, Pejman,Iran,DF,0,0
Rezaeian, Ramin,Iran,DF,0,0
Pouraliganji, Morteza,Iran,DF,0,0
Ghafouri, Voria,Iran,DF,0,0
Mohammadi, Milad,Iran,DF,0,0
Khanzadeh, Mohammadreza,Iran,DF,0,0
Cheshmi, Rouzbeh,Iran,DF,0,0
Beitashour, Steven,Iran,DF,0,0
Aghaei, Saeid,Iran,DF,0,0
Ansari, Mohammad,Iran,DF,0,0
Noorafkan, Omid,Iran,DF,0,0
Hosseini, Majid,Iran,DF,0,0
Hajysafi, Ehsan,Iran,MD,0,0
Shojaei, Masoud,Iran,MD,0,0
Dejagah, Ashkan,Iran,MD,0,0
Amiri, Vahid,Iran,MD,0,0
Ebrahimi, Omid,Iran,MD,0,0
Ezatolahi, Saeid,Iran,MD,0,0
Munir Mohand Mohamedi,Morocco,GK,0,0
Bounou, Yassine,Morocco,GK,0,0
Tagnaouti, Ahmed Reda,Morocco,GK,0,0
Benatia, Medhi,Morocco,DF,0,0
Dirar, Nabil,Morocco,DF,0,0
Costa, Manuel da,Morocco,DF,0,0
Saiss, Romain,Morocco,DF,0,0
Mendyl, Hamza,Morocco,DF,0,0
Banoun, Badr,Morocco,DF,0,0
Hakimi, Achraf,Morocco,DF,0,0
Hajjam, Oualid,Morocco,DF,0,0
Boussoufa, Mbark,Morocco,MD,0,0
Ahmadi, Karim,Morocco,MD,0,0
Belhanda, Younes,Morocco,MD,0,0
Amrabat, Nordin,Morocco,MD,0,0
Fajr, Faycal,Morocco,MD,0,0
Ziyech, Hakim,Morocco,MD,0,0
Ait Bennasser, Youssef,Morocco,MD,0,0
Carcela-Gonzalez, Mehdi,Morocco,MD,0,0
Amrabat, Sofyan,Morocco,MD,0,0
Harit, Amine,Morocco,MD,0,0
Mazraoui, Noussair,Morocco,MD,0,0
Boutaib, Khalid,Morocco,FW,0,0
Patricio, Rui,Portugal,GK,0,0
Beto,Portugal,GK,0,0
Lopes, Anthony,Portugal,GK,0,0
Soares, Cedric,Portugal,DF,0,0
Ricardo Pereira,Portugal,DF,0,0
Pepe,Portugal,DF,0,0
Fonte, Jose,Portugal,DF,0,0
Alves, Bruno,Portugal,DF,0,0
Dias, Ruben,Portugal,DF,0,0
Guerreiro, Raphael,Portugal,DF,0,0
Mario Rui,Portugal,DF,0,0
Moutinho, Joao,Portugal,MD,0,0
Carvalho, William,Portugal,MD,0,0
Joao Mario,Portugal,MD,0,0
Fernandes, Manuel,Portugal,MD,0,0
Silva, Adrien,Portugal,MD,0,0
Fernandes, Bruno,Portugal,MD,0,0
Silva, Bernardo,Portugal,MD,0,0
Silva, Andre,Portugal,FW,0,0
Guedes, Goncalo,Portugal,FW,0,0
Martins, Gelson,Portugal,FW,0,0
Quaresma, Ricardo,Portugal,FW,0,0
Ronaldo, Cristiano,Portugal,FW,0,0
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
Ryan, Mathew,Australia,GK,0,0
Jones, Brad,Australia,GK,0,0
Vukovic, Danny,Australia,GK,0,0
Sainsbury, Trent,Australia,DF,0,0
Behich, Aziz,Australia,DF,0,0
Degenek, Milos,Australia,DF,0,0
Risdon, Joshua,Australia,DF,0,0
Jurman, Matthew,Australia,DF,0,0
Meredith, James,Australia,DF,0,0
Karacic, Fran,Australia,DF,0,0
Jedinak, Mile,Australia,MD,0,0
Milligan, Mark,Australia,MD,0,0
Troisi, James,Australia,MD,0,0
Rogic, Tom,Australia,MD,0,0
Luongo, Massimo,Australia,MD,0,0
Mooy, Aaron,Australia,MD,0,0
Irvine, Jackson,Australia,MD,0,0
Brillante, Joshua,Australia,MD,0,0
Petratos, Dimitri,Australia,MD,0,0
Arzani, Daniel,Australia,MD,0,0
Cahill, Tim,Australia,FW,0,0
Kruse, Robbie,Australia,FW,0,0
Leckie, Mathew,Australia,FW,0,0
Schmeichel, Kasper,Denmark,GK,0,0
Ronnow, Frederik,Denmark,GK,0,0
Lossl, Jonas,Denmark,GK,0,0
Hansen, Jesper,Denmark,GK,0,0
Kjaer, Simon,Denmark,DF,0,0
Durmisi, Riza,Denmark,DF,0,0
Ankersen, Peter,Denmark,DF,0,0
Boilesen, Nicolai,Denmark,DF,0,0
Jorgensen, Mathias,Denmark,DF,0,0
Larsen, Jens Stryger,Denmark,DF,0,0
Knudsen, Jonas,Denmark,DF,0,0
Bjelland, Andreas,Denmark,DF,0,0
Vestergaard, Jannik,Denmark,DF,0,0
Christensen, Andreas,Denmark,DF,0,0
Dalsgaard, Henrik,Denmark,DF,0,0
Kvist, William,Denmark,MD,0,0
Eriksen, Christian,Denmark,MD,0,0
Schone, Lasse,Denmark,MD,0,0
Delaney, Thomas,Denmark,MD,0,0
Sisto, Pione,Denmark,MD,0,0
Jensen, Mike,Denmark,MD,0,0
Lerager, Lukas,Denmark,MD,0,0
Krohn-Dehli, Michael,Denmark,MD,0,0
Lloris, Hugo,France,GK,0,0
Mandanda, Steve,France,GK,0,0
Areola, Alphonse,France,GK,0,0
Rami, Adil,France,DF,0,0
Kimpembe, Presnel,France,DF,0,0
Varane, Raphael,France,DF,0,0
Umtiti, Samuel,France,DF,0,0
Pavard, Benjamin,France,DF,0,0
Sidibe, Djibril,France,DF,0,0
Mendy, Benjamin,France,DF,0,0
Hernandez, Lucas,France,DF,0,0
Matuidi, Blaise,France,MD,0,0
Kante, NGolo,France,MD,0,0
Nzonzi, Steven,France,MD,0,0
Pogba, Paul,France,MD,0,0
Lemar, Thomas,France,MD,0,0
Tolisso, Corentin,France,MD,0,0
Mbappe, Kylian,France,FW,0,0
Griezmann, Antoine,France,FW,0,0
Giroud, Olivier,France,FW,0,0
Fekir, Nabil,France,FW,0,0
Dembele, Ousmane,France,FW,0,0
Thauvin, Florian,France,FW,0,0
Gallese, Pedro,Peru,GK,0,0
Carvallo, Jose,Peru,GK,0,0
Caceda, Carlos,Peru,GK,0,0
Abram, Luis,Peru,DF,0,0
Advincula, Luis,Peru,DF,0,0
Araujo, Miguel,Peru,DF,0,0
Corzo, Aldo,Peru,DF,0,0
Loyola, Nilson,Peru,DF,0,0
Ramos, Christian,Peru,DF,0,0
Rodriguez, Alberto Junior,Peru,DF,0,0
Santamaria, Anderson,Peru,DF,0,0
Trauco, Miguel,Peru,DF,0,0
Aquino, Pedro,Peru,MD,0,0
Cartagena, Wilder,Peru,MD,0,0
Cueva, Christian,Peru,MD,0,0
Flores, Edison,Peru,MD,0,0
Pena, Sergio,Peru,MD,0,0
Tapia, Renato,Peru,MD,0,0
Yotun, Yoshimar,Peru,MD,0,0
Hurtado, Paolo,Peru,FW,0,0
Polo, Andy,Peru,FW,0,0
Carrillo, Andre,Peru,FW,0,0
Ruidiaz, Raul,Peru,FW,0,0
Romero, Sergio,Argentina,GK,0,0
Caballero, Willy,Argentina,GK,0,0
Guzman, Nahuel,Argentina,GK,0,0
Armani, Franco,Argentina,GK,0,0
Mercado, Gabriel,Argentina,DF,0,0
Salvio, Eduardo,Argentina,DF,0,0
Mascherano, Javier,Argentina,DF,0,0
Otamendi, Nicolas,Argentina,DF,0,0
Pezzella, German,Argentina,DF,0,0
Fazio, Federico,Argentina,DF,0,0
Rojo, Marcos,Argentina,DF,0,0
Funes Mori, Ramiro,Argentina,DF,0,0
Tagliafico, Nicolas,Argentina,DF,0,0
Acuna, Marcos,Argentina,DF,0,0
Ansaldi, Cristian,Argentina,DF,0,0
Lanzini, Manuel,Argentina,MD,0,0
Centurion, Ricardo,Argentina,MD,0,0
Meza, Maximiliano,Argentina,MD,0,0
Biglia, Lucas,Argentina,MD,0,0
Pizarro, Guido,Argentina,MD,0,0
Perez, Enzo,Argentina,MD,0,0
Banega, Ever,Argentina,MD,0,0
Lo Celso, Giovani,Argentina,MD,0,0
Subasic, Danijel,Croatia,GK,0,0
Kalinic, Lovre,Croatia,GK,0,0
Livakovic, Dominik,Croatia,GK,0,0
Letica, Karlo,Croatia,GK,0,0
Corluka, Vedran,Croatia,DF,0,0
Vida, Domagoj,Croatia,DF,0,0
Strinic, Ivan,Croatia,DF,0,0
Lovren, Dejan,Croatia,DF,0,0
Vrsaljko, Sime,Croatia,DF,0,0
Pivaric, Josip,Croatia,DF,0,0
Jedvaj, Tin,Croatia,DF,0,0
Mitrovic, Matej,Croatia,DF,0,0
Barisic, Borna,Croatia,DF,0,0
Nizic, Zoran,Croatia,DF,0,0
Caleta-Car, Duje,Croatia,DF,0,0
Sosa, Borna,Croatia,DF,0,0
Modric, Luka,Croatia,MD,0,0
Rakitic, Ivan,Croatia,MD,0,0
Kovacic, Mateo,Croatia,MD,0,0
Badelj, Milan,Croatia,MD,0,0
Brozovic, Marcelo,Croatia,MD,0,0
Rog, Marko,Croatia,MD,0,0
Pasalic, Mario,Croatia,MD,0,0
Halldorsson, Hannes,Iceland,GK,0,0
Birkir Mar Saevarsson,Iceland,DF,0,0
Fridjonsson, Samuel,Iceland,DF,0,0
Gudmundsson, Albert,Iceland,FW,0,0
Ingason, Sverrir Ingi,Iceland,DF,0,0
Ragnar Sigurdsson,Iceland,DF,0,0
Gudmundsson, Johann Berg,Iceland,MD,0,0
Bjarnason, Birkir,Iceland,MD,0,0
Sigurdarson, Bjorn Bergmann,Iceland,FW,0,0
Sigurdsson, Gylfi,Iceland,MD,0,0
Finnbogason, Alfred,Iceland,FW,0,0
Schram, Frederik,Iceland,GK,0,0
Runarsson, Runar,Iceland,GK,0,0
Arnason, Kari,Iceland,DF,0,0
Eyjolfsson, Holmar Orn,Iceland,DF,0,0
Olafur Ingi Skulason,Iceland,MD,0,0
Gunnarsson, Aron,Iceland,MD,0,0
Magnusson, Hordur Bjorgvin,Iceland,DF,0,0
Rurik Gislason,Iceland,MD,0,0
Hallfredsson, Emil,Iceland,MD,0,0
Traustasonm, Arnor Ingvi,Iceland,MD,0,0
Bodvarsson, Jon Dadi,Iceland,FW,0,0
Skulason, Ari Freyr,Iceland,DF,0,0
Ezenwa, Ikechukwu,Nigeria,GK,0,0
Akpeyi, Daniel,Nigeria,GK,0,0
Uzoho, Francis,Nigeria,GK,0,0
Ajiboye, Dele,Nigeria,GK,0,0
Troost-Ekong, William,Nigeria,DF,0,0
Balogun, Leon,Nigeria,DF,0,0
Aina, Ola,Nigeria,DF,0,0
Omeruo, Kenneth,Nigeria,DF,0,0
Idowu, Brian,Nigeria,DF,0,0
Awaziem, Chidozie,Nigeria,DF,0,0
Abdullahi, Shehu,Nigeria,DF,0,0
Echiejile, Elderson,Nigeria,DF,0,0
Ebuehi, Tyronne,Nigeria,DF,0,0
Eze, Stephen,Nigeria,DF,0,0
Mikel, John Obi,Nigeria,MD,0,0
Onazi, Ogenyi,Nigeria,MD,0,0
Ogu, John,Nigeria,MD,0,0
Ndidi, Wilfred,Nigeria,MD,0,0
Uche Henry Agbo,Nigeria,MD,0,0
Moses, Victor,Nigeria,MD,0,0
Iwobi, Alex,Nigeria,MD,0,0
Etebo, Oghenekaro,Nigeria,MD,0,0
Obi, Joel,Nigeria,MD,0,0
Alisson Becker,Brazil,GK,0,0
Cassio Ramos,Brazil,GK,0,0
Ederson Moraes,Brazil,GK,0,0
Danilo Luiz Da Silva,Brazil,DF,0,0
Fagner,Brazil,DF,0,0
Filipe Luis,Brazil,DF,0,0
Geromel, Pedro,Brazil,DF,0,0
Marcelo Vieira,Brazil,DF,0,0
Marquinhos,Brazil,DF,0,0
Miranda,Brazil,DF,0,0
Silva, Thiago,Brazil,DF,0,0
Casemiro,Brazil,MD,0,0
Coutinho, Philippe,Brazil,MD,0,0
Fernandinho,Brazil,MD,0,0
Fred,Brazil,MD,0,0
Paulinho,Brazil,MD,0,0
Renato Augusto,Brazil,MD,0,0
Willian,Brazil,MD,0,0
Costa, Douglas,Brazil,FW,0,0
Firmino, Roberto,Brazil,FW,0,0
Jesus, Gabriel,Brazil,FW,0,0
Neymar,Brazil,FW,0,0
Taison,Brazil,FW,0,0
Navas, Keylor,Costa Rica,GK,0,0
Pemberton, Patrick,Costa Rica,GK,0,0
Moreira, Leonel,Costa Rica,GK,0,0
Gonzalez, Giancarlo,Costa Rica,DF,0,0
Acosta, Johnny,Costa Rica,DF,0,0
Gamboa, Cristian,Costa Rica,DF,0,0
Oviedo, Bryan,Costa Rica,DF,0,0
Duarte, Oscar,Costa Rica,DF,0,0
Calvo, Francisco,Costa Rica,DF,0,0
Waston, Kendall,Costa Rica,DF,0,0
Matarrita, Ronald,Costa Rica,DF,0,0
Smith, Ian,Costa Rica,DF,0,0
Borges, Celso,Costa Rica,MD,0,0
Bolanos, Christian,Costa Rica,MD,0,0
Azofeifa, Randall,Costa Rica,MD,0,0
Tejeda, Yeltsin,Costa Rica,MD,0,0
Guzman, David,Costa Rica,MD,0,0
Wallace, Rodney,Costa Rica,MD,0,0
Colindres, Daniel,Costa Rica,MD,0,0
Ruiz, Bryan,Costa Rica,FW,0,0
Campbell, Joel,Costa Rica,FW,0,0
Urena, Marco,Costa Rica,FW,0,0
Venegas, Johan,Costa Rica,FW,0,0
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
Leno, Bernd,Germany,GK,0,0
Neuer, Manuel,Germany,GK,0,0
Ter Stegen, Marc-Andre,Germany,GK,0,0
Trapp, Kevin,Germany,GK,0,0
Boateng, Jerome,Germany,DF,0,0
Ginter, Matthias,Germany,DF,0,0
Hector, Jonas,Germany,DF,0,0
Hummels, Mats,Germany,DF,0,0
Kimmich, Joshua,Germany,DF,0,0
Plattenhardt, Marvin,Germany,DF,0,0
Rudiger, Antonio,Germany,DF,0,0
Sule, Niklas,Germany,DF,0,0
Tah, Jonathan,Germany,DF,0,0
Brandt, Julian,Germany,MD,0,0
Draxler, Julian,Germany,MD,0,0
Goretzka, Leon,Germany,MD,0,0
Gundogan, Ilkay,Germany,MD,0,0
Khedira, Sami,Germany,MD,0,0
Kroos, Toni,Germany,MD,0,0
Ozil, Mesut,Germany,MD,0,0
Reus, Marco,Germany,MD,0,0
Rudy, Sebastian,Germany,MD,0,0
Sane, Leroy,Germany,MD,0,0
Ochoa, Guillermo,Mexico,GK,0,0
Corona, Jesus,Mexico,GK,0,0
Talavera, Alfredo,Mexico,GK,0,0
Moreno, Hector,Mexico,DF,0,0
Layun, Miguel,Mexico,DF,0,0
Reyes, Diego Antonio,Mexico,DF,0,0
Ayala, Hugo,Mexico,DF,0,0
Araujo, Nestor,Mexico,DF,0,0
Alanis, Oswaldo,Mexico,DF,0,0
Gallardo, Jesus,Mexico,DF,0,0
Salcedo, Carlos,Mexico,DF,0,0
Alvarez, Edson,Mexico,DF,0,0
Guardado, Andres,Mexico,MD,0,0
Fabian, Marco,Mexico,MD,0,0
Herrera, Hector,Mexico,MD,0,0
Marquez, Rafael,Mexico,MD,0,0
Molina, Jesus,Mexico,MD,0,0
Santos, Jonathan dos,Mexico,MD,0,0
Santos dos, Giovani,Mexico,MD,0,0
Gutierrez, Erick,Mexico,MD,0,0
Aquino, Javier,Mexico,FW,0,0
Hernandez, Javier,Mexico,FW,0,0
Vela, Carlos,Mexico,FW,0,0
Kim, Seung-gyu,South Korea,GK,0,0
Kim, Jin-hyeon,South Korea,GK,0,0
Cho, Hyun-Woo,South Korea,GK,0,0
Kim, Young-gwon,South Korea,DF,0,0
Jang, Hyun-soo,South Korea,DF,0,0
Park, Joo-ho,South Korea,DF,0,0
Kim, Jin-su,South Korea,DF,0,0
Lee, Yong,South Korea,DF,0,0
Go, Yo-Han,South Korea,DF,0,0
Kim, Min-woo,South Korea,DF,0,0
Hong, Chul,South Korea,DF,0,0
Yun, Young-sun,South Korea,DF,0,0
Kwon, Kyung-Won,South Korea,DF,0,0
Jung, Seung-hyun,South Korea,DF,0,0
Oh, Ban-Suk,South Korea,DF,0,0
Ki, Sung-Yueng,South Korea,MD,0,0
Lee, Chung-yong,South Korea,MD,0,0
Koo, Ja-cheol,South Korea,MD,0,0
Lee, Jae-sung,South Korea,MD,0,0
Jung, Woo-young,South Korea,MD,0,0
Kwon, Chang-hoon,South Korea,MD,0,0
Ju, Se-jong,South Korea,MD,0,0
Lee, Seung-woo,South Korea,MD,0,0
Olsen, Robin,Sweden,GK,0,0
Lustig, Mikael,Sweden,DF,0,0
Lindelof, Victor,Sweden,DF,0,0
Granqvist, Andreas Asterio,Sweden,DF,0,0
Olsson, Martin,Sweden,DF,0,0
Augustinsson, Ludwig,Sweden,DF,0,0
Larsson, Sebastian,Sweden,MD,0,0
Ekdal, Albin,Sweden,MD,0,0
Berg, Marcus,Sweden,FW,0,0
Forsberg, Emil,Sweden,MD,0,0
Guidetti, John,Sweden,FW,0,0
Johnsson, Karl-Johan,Sweden,GK,0,0
Svensson, Gustav,Sweden,MD,0,0
Helander, Filip,Sweden,DF,0,0
Hiljemark, Oscar,Sweden,MD,0,0
Krafth, Emil,Sweden,DF,0,0
Claesson, Viktor,Sweden,MD,0,0
Jansson, Pontus,Sweden,DF,0,0
Rohden, Marcus,Sweden,MD,0,0
Toivonen, Ola,Sweden,FW,0,0
Durmaz, Jimmy,Sweden,MD,0,0
Thelin, Isaac,Sweden,FW,0,0
Nordfeldt, Kristoffer,Sweden,GK,0,0
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
null
Butland, Jack,England,GK,0,0
Pickford, Jordan,England,GK,0,0
Pope, Nick,England,GK,0,0
Alexander-Arnold, Trent,England,DF,0,0
Cahill, Gary,England,DF,0,0
Delph, Fabian,England,DF,0,0
Jones, Phil,England,DF,0,0
Maguire, Harry,England,DF,0,0
Rose, Danny,England,DF,0,0
Stones, John,England,DF,0,0
Trippier, Kieran,England,DF,0,0
Walker, Kyle,England,DF,0,0
Young, Ashley,England,DF,0,0
Alli, Dele,England,MD,0,0
Dier, Eric,England,MD,0,0
Henderson, Jordan,England,MD,0,0
Lingard, Jesse,England,MD,0,0
Loftus-Cheek, Ruben,England,MD,0,0
Kane, Harry,England,FW,0,0
Rashford, Marcus,England,FW,0,0
Sterling, Raheem,England,FW,0,0
Vardy, Jamie,England,FW,0,0
Welbeck, Danny,England,FW,0,0
Calderon, Jose,Panama,GK,0,0
Penedo, Jaime,Panama,GK,0,0
Rodriguez, Alex,Panama,GK,0,0
Ariano, Azmahar,Panama,DF,0,0
Baloy, Felipe,Panama,DF,0,0
Cummings, Harold,Panama,DF,0,0
Davis, Erick,Panama,DF,0,0
Escobar, Fidel,Panama,DF,0,0
Machado, Adolfo,Panama,DF,0,0
Murillo, Michael Amir,Panama,DF,0,0
Ovalle, Luis,Panama,DF,0,0
Palacios, Francisco,Panama,DF,0,0
Peralta, Richard,Panama,DF,0,0
Torres, Roman,Panama,DF,0,0
Avila, Ricardo,Panama,MD,0,0
Barcenas, Edgar Joel,Panama,MD,0,0
Buitrago, Ricardo,Panama,MD,0,0
Camargo, Miguel,Panama,MD,0,0
Carrasquilla, Adalberto,Panama,MD,0,0
Cooper, Armando,Panama,MD,0,0
Godoy, Anibal,Panama,MD,0,0
Gomez, Gabriel Enrique,Panama,MD,0,0
Gonzalez Joly, Jose,Panama,MD,0,0
Mathlouthi, Aymen,Tunisia,GK,0,0
Ben Chrifia, Moez,Tunisia,GK,0,0
Ben Mustapha, Farouk,Tunisia,GK,0,0
Hassen, Mouez,Tunisia,GK,0,0
Nagguez, Hamdi,Tunisia,DF,0,0
Bronn, Dylan,Tunisia,DF,0,0
Bedoui, Rami,Tunisia,DF,0,0
Benalouane, Yohan,Tunisia,DF,0,0
Ben Youssef, Syam,Tunisia,DF,0,0
Meriah, Yassine,Tunisia,DF,0,0
Mohsni, Bilel,Tunisia,DF,0,0
Chemmam, Khalil,Tunisia,DF,0,0
Haddadi, Oussama,Tunisia,DF,0,0
Maaloul, Ali,Tunisia,DF,0,0
Skhiri, Ellyes,Tunisia,MD,0,0
Ben Amor, Mohamed Amine,Tunisia,MD,0,0
Chaalali, Ghailene,Tunisia,MD,0,0
Laribi, Karim,Tunisia,MD,0,0
Sassi, Ferjani,Tunisia,MD,0,0
Khalil, Ahmed,Tunisia,MD,0,0
Khaoui, Saif-Eddine,Tunisia,MD,0,0
Larbi, Mohamed,Tunisia,MD,0,0
Sliti, Naim,Tunisia,MD,0,0
Ospina, David,Colombia,GK,0,0
Vargas, Camilo,Colombia,GK,0,0
Arboleda, Ivan,Colombia,GK,0,0
Cuadrado, Jose Fernando,Colombia,GK,0,0
Zapata, Cristian,Colombia,DF,0,0
Sanchez, Davinson,Colombia,DF,0,0
Arias, Santiago,Colombia,DF,0,0
Murillo, Oscar,Colombia,DF,0,0
Fabra, Frank,Colombia,DF,0,0
Mojica, Johan Andres,Colombia,DF,0,0
Mina, Yerry,Colombia,DF,0,0
Tesillo, Mina,Colombia,DF,0,0
Bernardo,Colombia,DF,0,0
Medina, Stefan,Colombia,DF,0,0
Diaz, Farid,Colombia,DF,0,0
Barrios, Wilmar,Colombia,MD,0,0
Sanchez, Carlos,Colombia,MD,0,0
Lerma, Jefferson,Colombia,MD,0,0
Izquierdo, Jose,Colombia,MD,0,0
Rodriguez, James,Colombia,MD,0,0
Moreno, Giovanni,Colombia,MD,0,0
Aguilar, Abel,Colombia,MD,0,0
Uribe, Mateus,Colombia,MD,0,0
Kawashima, Eiji,Japan,GK,0,0
Higashiguchi, Masaaki,Japan,GK,0,0
Nakamura, Kosuke,Japan,GK,0,0
Nagatomo, Yuto,Japan,DF,0,0
Makino, Tomoaki,Japan,DF,0,0
Yoshida, Maya,Japan,DF,0,0
Sakai, Hiroki,Japan,DF,0,0
Sakai, Gotoku,Japan,DF,0,0
Shoji, Gen,Japan,DF,0,0
Endo, Wataru,Japan,DF,0,0
Ueda, Naomichi,Japan,DF,0,0
Hasebe, Makoto,Japan,MD,0,0
Aoyama, Toshihiro,Japan,MD,0,0
Honda, Keisuke,Japan,MD,0,0
Inui, Takashi,Japan,MD,0,0
